Date,Open,High,Low,Close
05/27/2024,"0.4577","0.4743","0.4552","0.4678"
05/26/2024,"0.4590","0.4625","0.4573","0.4577"
05/25/2024,"0.4585","0.4642","0.4572","0.4590"
05/24/2024,"0.4582","0.4693","0.4543","0.4585"
05/23/2024,"0.4798","0.4880","0.4444","0.4581"
05/22/2024,"0.4952","0.4967","0.4748","0.4798"
05/21/2024,"0.4896","0.5099","0.4849","0.4950"
05/20/2024,"0.4701","0.4922","0.4606","0.4890"
05/19/2024,"0.4829","0.4834","0.4638","0.4701"
05/18/2024,"0.4824","0.4860","0.4760","0.4829"
05/17/2024,"0.4553","0.4909","0.4543","0.4824"
05/16/2024,"0.4540","0.4636","0.4487","0.4553"
05/15/2024,"0.4300","0.4548","0.4261","0.4540"
05/14/2024,"0.4412","0.4413","0.4281","0.4300"
05/13/2024,"0.4375","0.4525","0.4254","0.4413"
05/12/2024,"0.4393","0.4428","0.4370","0.4375"
05/11/2024,"0.4464","0.4506","0.4378","0.4393"
05/10/2024,"0.4583","0.4683","0.4436","0.4466"
05/09/2024,"0.4558","0.4639","0.4471","0.4583"
05/08/2024,"0.4475","0.4684","0.4368","0.4558"
05/07/2024,"0.4601","0.4601","0.4461","0.4474"
05/06/2024,"0.4610","0.4750","0.4517","0.4601"
05/05/2024,"0.4682","0.4684","0.4515","0.4610"
05/04/2024,"0.4706","0.4756","0.4653","0.4684"
05/03/2024,"0.4544","0.4737","0.4467","0.4707"
05/02/2024,"0.4462","0.4612","0.4389","0.4544"
05/01/2024,"0.4388","0.4571","0.4181","0.4462"
04/30/2024,"0.4532","0.4626","0.4262","0.4388"
04/29/2024,"0.4699","0.4700","0.4470","0.4532"
04/28/2024,"0.4645","0.4775","0.4637","0.4699"
04/27/2024,"0.4662","0.4692","0.4470","0.4645"
04/26/2024,"0.4752","0.4787","0.4618","0.4662"
04/25/2024,"0.4775","0.4793","0.4626","0.4754"
04/24/2024,"0.5040","0.5107","0.4722","0.4775"
04/23/2024,"0.5198","0.5223","0.5010","0.5039"
04/22/2024,"0.5016","0.5202","0.4955","0.5195"
04/21/2024,"0.5043","0.5124","0.4883","0.5012"
04/20/2024,"0.4706","0.5080","0.4618","0.5035"
04/19/2024,"0.4561","0.4758","0.4240","0.4691"
04/18/2024,"0.4426","0.4612","0.4348","0.4560"
04/17/2024,"0.4534","0.4647","0.4290","0.4436"
04/16/2024,"0.4522","0.4781","0.4398","0.4530"
04/15/2024,"0.4457","0.4955","0.4397","0.4520"
04/14/2024,"0.4138","0.4721","0.4014","0.4455"
04/13/2024,"0.4943","0.5162","0.4071","0.4124"
04/12/2024,"0.5888","0.5923","0.4595","0.4965"
04/11/2024,"0.5817","0.5940","0.5761","0.5886"
04/10/2024,"0.6002","0.6002","0.5581","0.5817"
04/09/2024,"0.6141","0.6239","0.5922","0.6002"
04/08/2024,"0.5850","0.6148","0.5800","0.6137"
04/07/2024,"0.5822","0.5967","0.5810","0.5850"
04/06/2024,"0.5764","0.5858","0.5721","0.5820"
04/05/2024,"0.5810","0.5848","0.5602","0.5764"
04/04/2024,"0.5732","0.5972","0.5594","0.5809"
04/03/2024,"0.5829","0.5949","0.5633","0.5741"
04/02/2024,"0.6197","0.6229","0.5738","0.5831"
04/01/2024,"0.6487","0.6514","0.6059","0.6200"
03/31/2024,"0.6490","0.6536","0.6422","0.6487"
03/30/2024,"0.6475","0.6701","0.6433","0.6490"
03/29/2024,"0.6506","0.6673","0.6354","0.6475"
03/28/2024,"0.6548","0.6605","0.6351","0.6506"
03/27/2024,"0.6618","0.6704","0.6300","0.6549"
03/26/2024,"0.6657","0.6833","0.6520","0.6618"
03/25/2024,"0.6385","0.6682","0.6385","0.6656"
03/24/2024,"0.6303","0.6444","0.6229","0.6385"
03/23/2024,"0.6085","0.6388","0.6001","0.6303"
03/22/2024,"0.6358","0.6422","0.5992","0.6085"
03/21/2024,"0.6376","0.6482","0.6180","0.6357"
03/20/2024,"0.6041","0.6440","0.5691","0.6373"
03/19/2024,"0.6553","0.6659","0.5928","0.6037"
03/18/2024,"0.6779","0.6983","0.6423","0.6553"
03/17/2024,"0.6725","0.6855","0.6292","0.6779"
03/16/2024,"0.7015","0.7340","0.6581","0.6733"
03/15/2024,"0.7411","0.7634","0.6715","0.7017"
03/14/2024,"0.7499","0.8098","0.7144","0.7411"
03/13/2024,"0.7369","0.7734","0.7343","0.7505"
03/12/2024,"0.7730","0.7878","0.7087","0.7369"
03/11/2024,"0.7210","0.7797","0.6884","0.7730"
03/10/2024,"0.7438","0.7470","0.7110","0.7213"
03/09/2024,"0.7225","0.7462","0.7200","0.7438"
03/08/2024,"0.7483","0.7558","0.7003","0.7225"
03/07/2024,"0.7334","0.7558","0.7188","0.7472"
03/06/2024,"0.6783","0.7564","0.6645","0.7334"
03/05/2024,"0.7730","0.7829","0.5802","0.6783"
03/04/2024,"0.7287","0.7986","0.7245","0.7718"
03/03/2024,"0.7343","0.7420","0.6912","0.7272"
03/02/2024,"0.6960","0.7638","0.6941","0.7343"
03/01/2024,"0.6631","0.6962","0.6411","0.6960"
02/29/2024,"0.6265","0.7077","0.6251","0.6631"
02/28/2024,"0.6252","0.6607","0.5997","0.6265"
02/27/2024,"0.6189","0.6310","0.6081","0.6252"
02/26/2024,"0.5879","0.6224","0.5732","0.6191"
02/25/2024,"0.5966","0.6001","0.5805","0.5885"
02/24/2024,"0.5881","0.5989","0.5685","0.5965"
02/23/2024,"0.5940","0.5960","0.5694","0.5881"
02/22/2024,"0.5922","0.6075","0.5806","0.5940"
02/21/2024,"0.6267","0.6298","0.5750","0.5922"
02/20/2024,"0.6329","0.6415","0.5975","0.6268"
02/19/2024,"0.6200","0.6379","0.6155","0.6335"
02/18/2024,"0.5987","0.6390","0.5982","0.6195"
02/17/2024,"0.5955","0.6039","0.5694","0.5976"
02/16/2024,"0.5920","0.6137","0.5832","0.5955"
02/15/2024,"0.5785","0.6122","0.5719","0.5914"
02/14/2024,"0.5441","0.5828","0.5401","0.5781"
02/13/2024,"0.5572","0.5644","0.5344","0.5441"
02/12/2024,"0.5377","0.5652","0.5311","0.5570"
02/11/2024,"0.5548","0.5652","0.5360","0.5377"
02/10/2024,"0.5475","0.5575","0.5288","0.5548"
02/09/2024,"0.5283","0.5480","0.5258","0.5475"
02/08/2024,"0.4989","0.5355","0.4989","0.5283"
02/07/2024,"0.5007","0.5014","0.4735","0.4989"
02/06/2024,"0.4900","0.5036","0.4870","0.5007"
02/05/2024,"0.5009","0.5054","0.4883","0.4901"
02/04/2024,"0.5154","0.5158","0.4978","0.5009"
02/03/2024,"0.5098","0.5256","0.5090","0.5154"
02/02/2024,"0.5032","0.5240","0.4998","0.5098"
02/01/2024,"0.4980","0.5043","0.4858","0.5032"
01/31/2024,"0.5257","0.5258","0.4943","0.4980"
01/30/2024,"0.5254","0.5364","0.5153","0.5266"
01/29/2024,"0.4916","0.5279","0.4846","0.5254"
01/28/2024,"0.4894","0.5009","0.4833","0.4916"
01/27/2024,"0.4834","0.4897","0.4758","0.4894"
01/26/2024,"0.4679","0.4901","0.4632","0.4833"
01/25/2024,"0.4703","0.4835","0.4590","0.4679"
01/24/2024,"0.4668","0.4800","0.4639","0.4703"
01/23/2024,"0.4828","0.4853","0.4478","0.4668"
01/22/2024,"0.5088","0.5088","0.4766","0.4835"
01/21/2024,"0.5134","0.5199","0.5074","0.5085"
01/20/2024,"0.4993","0.5172","0.4963","0.5134"
01/19/2024,"0.5017","0.5046","0.4714","0.4993"
01/18/2024,"0.5280","0.5283","0.4959","0.5013"
01/17/2024,"0.5432","0.5439","0.5208","0.5280"
01/16/2024,"0.5281","0.5479","0.5228","0.5432"
01/15/2024,"0.5390","0.5413","0.5230","0.5281"
01/14/2024,"0.5500","0.5513","0.5296","0.5390"
01/13/2024,"0.5520","0.5532","0.5290","0.5500"
01/12/2024,"0.5789","0.5887","0.5417","0.5519"
01/11/2024,"0.5560","0.6184","0.5560","0.5782"
01/10/2024,"0.5061","0.5556","0.4890","0.5545"
01/09/2024,"0.5364","0.5436","0.4963","0.5061"
01/08/2024,"0.5088","0.5440","0.4650","0.5364"
01/07/2024,"0.5245","0.5302","0.5087","0.5088"
01/06/2024,"0.5347","0.5429","0.5080","0.5249"
01/05/2024,"0.5717","0.5766","0.5247","0.5345"
01/04/2024,"0.5631","0.5787","0.5500","0.5717"
01/03/2024,"0.6034","0.6186","0.5230","0.5625"
01/02/2024,"0.6175","0.6372","0.6025","0.6034"
01/01/2024,"0.6018","0.6214","0.5819","0.6172"
12/31/2023,"0.6021","0.6103","0.5956","0.6020"
12/30/2023,"0.6025","0.6134","0.5935","0.6021"
12/29/2023,"0.6158","0.6260","0.5970","0.6025"
12/28/2023,"0.6396","0.6767","0.6107","0.6158"
12/27/2023,"0.6023","0.6400","0.5845","0.6389"
12/26/2023,"0.6208","0.6351","0.5671","0.6022"
12/25/2023,"0.6063","0.6266","0.5900","0.6211"
12/24/2023,"0.6071","0.6281","0.6047","0.6063"
12/23/2023,"0.6219","0.6253","0.5976","0.6071"
12/22/2023,"0.6244","0.6506","0.6073","0.6213"
12/21/2023,"0.5841","0.6258","0.5818","0.6244"
12/20/2023,"0.5820","0.6100","0.5689","0.5833"
12/19/2023,"0.5990","0.6167","0.5665","0.5825"
12/18/2023,"0.5886","0.5992","0.5450","0.5983"
12/17/2023,"0.6109","0.6170","0.5853","0.5887"
12/16/2023,"0.6145","0.6250","0.5886","0.6109"
12/15/2023,"0.6361","0.6540","0.6131","0.6145"
12/14/2023,"0.6493","0.6786","0.6120","0.6356"
12/13/2023,"0.5601","0.6508","0.5428","0.6495"
12/12/2023,"0.5560","0.6060","0.5495","0.5600"
12/11/2023,"0.5956","0.5999","0.5227","0.5525"
12/10/2023,"0.5915","0.6145","0.5700","0.5949"
12/09/2023,"0.5469","0.6473","0.5442","0.5901"
12/08/2023,"0.4588","0.5712","0.4527","0.5471"
12/07/2023,"0.4484","0.4590","0.4321","0.4585"
12/06/2023,"0.4211","0.4506","0.4167","0.4488"
12/05/2023,"0.4028","0.4242","0.3972","0.4208"
12/04/2023,"0.3922","0.4149","0.3922","0.4028"
12/03/2023,"0.3971","0.4031","0.3877","0.3920"
12/02/2023,"0.3838","0.3972","0.3822","0.3970"
12/01/2023,"0.3759","0.3857","0.3739","0.3838"
11/30/2023,"0.3815","0.3835","0.3715","0.3759"
11/29/2023,"0.3855","0.3891","0.3779","0.3815"
11/28/2023,"0.3737","0.3885","0.3693","0.3855"
11/27/2023,"0.3878","0.3925","0.3709","0.3739"
11/26/2023,"0.3947","0.3959","0.3791","0.3877"
11/25/2023,"0.3868","0.3959","0.3839","0.3948"
11/24/2023,"0.3823","0.3977","0.3818","0.3868"
11/23/2023,"0.3831","0.3873","0.3765","0.3822"
11/22/2023,"0.3696","0.3877","0.3556","0.3831"
11/21/2023,"0.3828","0.3900","0.3608","0.3696"
11/20/2023,"0.3820","0.4010","0.3791","0.3828"
11/19/2023,"0.3761","0.3839","0.3688","0.3820"
11/18/2023,"0.3631","0.3761","0.3496","0.3761"
11/17/2023,"0.3687","0.3770","0.3532","0.3631"
11/16/2023,"0.3756","0.4091","0.3590","0.3693"
11/15/2023,"0.3580","0.3779","0.3537","0.3756"
11/14/2023,"0.3591","0.3716","0.3423","0.3580"
11/13/2023,"0.3872","0.3889","0.3535","0.3591"
11/12/2023,"0.3842","0.3912","0.3711","0.3872"
11/11/2023,"0.3778","0.3950","0.3705","0.3840"
11/10/2023,"0.3618","0.3802","0.3618","0.3777"
11/09/2023,"0.3559","0.3862","0.3513","0.3621"
11/08/2023,"0.3529","0.3594","0.3481","0.3559"
11/07/2023,"0.3664","0.3682","0.3343","0.3529"
11/06/2023,"0.3412","0.3755","0.3383","0.3663"
11/05/2023,"0.3255","0.3500","0.3254","0.3412"
11/04/2023,"0.3245","0.3300","0.3214","0.3255"
11/03/2023,"0.3217","0.3268","0.3118","0.3243"
11/02/2023,"0.3067","0.3295","0.2999","0.3217"
11/01/2023,"0.2946","0.3066","0.2845","0.3066"
10/31/2023,"0.3006","0.3049","0.2851","0.2946"
10/30/2023,"0.2970","0.3022","0.2921","0.3006"
10/29/2023,"0.2913","0.2987","0.2883","0.2970"
10/28/2023,"0.2893","0.2974","0.2878","0.2913"
10/27/2023,"0.2860","0.2925","0.2808","0.2894"
10/26/2023,"0.2789","0.2974","0.2784","0.2860"
10/25/2023,"0.2761","0.2898","0.2750","0.2789"
10/24/2023,"0.2699","0.2938","0.2690","0.2761"
10/23/2023,"0.2614","0.2720","0.2600","0.2696"
10/22/2023,"0.2600","0.2632","0.2558","0.2614"
10/21/2023,"0.2510","0.2626","0.2498","0.2600"
10/20/2023,"0.2454","0.2532","0.2451","0.2509"
10/19/2023,"0.2436","0.2464","0.2401","0.2454"
10/18/2023,"0.2463","0.2481","0.2432","0.2436"
10/17/2023,"0.2509","0.2522","0.2450","0.2463"
10/16/2023,"0.2482","0.2587","0.2465","0.2509"
10/15/2023,"0.2468","0.2484","0.2453","0.2482"
10/14/2023,"0.2476","0.2496","0.2451","0.2468"
10/13/2023,"0.2448","0.2478","0.2448","0.2471"
10/12/2023,"0.2467","0.2480","0.2430","0.2448"
10/11/2023,"0.2480","0.2495","0.2451","0.2467"
10/10/2023,"0.2518","0.2533","0.2469","0.2480"
10/09/2023,"0.2564","0.2588","0.2490","0.2518"
10/08/2023,"0.2581","0.2592","0.2555","0.2564"
10/07/2023,"0.2655","0.2669","0.2569","0.2581"
10/06/2023,"0.2621","0.2665","0.2597","0.2656"
10/05/2023,"0.2573","0.2638","0.2567","0.2621"
10/04/2023,"0.2603","0.2620","0.2537","0.2573"
10/03/2023,"0.2611","0.2643","0.2583","0.2603"
10/02/2023,"0.2610","0.2739","0.2608","0.2668"
10/01/2023,"0.2540","0.2636","0.2533","0.2610"
09/30/2023,"0.2492","0.2547","0.2477","0.2540"
09/29/2023,"0.2497","0.2557","0.2481","0.2492"
09/28/2023,"0.2447","0.2509","0.2432","0.2497"
09/27/2023,"0.2446","0.2480","0.2427","0.2447"
09/26/2023,"0.2445","0.2476","0.2439","0.2446"
09/25/2023,"0.2447","0.2459","0.2411","0.2445"
09/24/2023,"0.2459","0.2463","0.2437","0.2447"
09/23/2023,"0.2437","0.2467","0.2434","0.2459"
09/22/2023,"0.2462","0.2464","0.2429","0.2437"
09/21/2023,"0.2515","0.2531","0.2458","0.2462"
09/20/2023,"0.2550","0.2563","0.2503","0.2515"
09/19/2023,"0.2518","0.2576","0.2509","0.2550"
09/18/2023,"0.2447","0.2560","0.2445","0.2522"
09/17/2023,"0.2493","0.2510","0.2447","0.2447"
09/16/2023,"0.2482","0.2539","0.2482","0.2493"
09/15/2023,"0.2505","0.2545","0.2452","0.2479"
09/14/2023,"0.2487","0.2524","0.2467","0.2505"
09/13/2023,"0.2468","0.2495","0.2437","0.2488"
09/12/2023,"0.2402","0.2517","0.2401","0.2469"
09/11/2023,"0.2485","0.2499","0.2372","0.2396"
09/10/2023,"0.2533","0.2537","0.2447","0.2485"
09/09/2023,"0.2531","0.2556","0.2527","0.2533"
09/08/2023,"0.2562","0.2594","0.2530","0.2530"
09/07/2023,"0.2566","0.2582","0.2532","0.2562"
09/06/2023,"0.2563","0.2599","0.2526","0.2566"
09/05/2023,"0.2553","0.2585","0.2535","0.2563"
09/04/2023,"0.2559","0.2596","0.2542","0.2553"
09/03/2023,"0.2549","0.2568","0.2533","0.2560"
09/02/2023,"0.2552","0.2571","0.2538","0.2549"
09/01/2023,"0.2538","0.2586","0.2517","0.2552"
08/31/2023,"0.2649","0.2664","0.2509","0.2538"
08/30/2023,"0.2749","0.2757","0.2608","0.2649"
08/29/2023,"0.2658","0.2795","0.2602","0.2754"
08/28/2023,"0.2622","0.2678","0.2581","0.2658"
08/27/2023,"0.2611","0.2650","0.2601","0.2622"
08/26/2023,"0.2601","0.2613","0.2580","0.2611"
08/25/2023,"0.2636","0.2703","0.2592","0.2601"
08/24/2023,"0.2672","0.2713","0.2623","0.2636"
08/23/2023,"0.2559","0.2694","0.2507","0.2675"
08/22/2023,"0.2645","0.2651","0.2517","0.2559"
08/21/2023,"0.2716","0.2722","0.2590","0.2645"
08/20/2023,"0.2680","0.2727","0.2646","0.2714"
08/19/2023,"0.2640","0.2696","0.2603","0.2680"
08/18/2023,"0.2702","0.2706","0.2459","0.2640"
08/17/2023,"0.2710","0.2778","0.2657","0.2702"
08/16/2023,"0.2832","0.2832","0.2686","0.2710"
