Date,Name,Open,High,Low,Close,Change,%
2024-05-16,ETH,"3,022.35","3,040.93","2,927.13",2936.18,-154.1800000000003,-5.25
2024-05-15,ETH,"2,890.57","3,028.77","2,864.75",3021.43,85.25,2.82
2024-05-14,ETH,"2,952.39","2,957.51","2,864.75",2890.88,-130.54999999999973,-4.52
2024-05-13,ETH,"2,921.61","2,991.99","2,864.94",2952.39,61.50999999999976,2.08
2024-05-12,ETH,"2,921.06","2,951.99","2,901.78",2921.62,-30.769999999999982,-1.05
2024-05-11,ETH,"2,889.49","2,941.91","2,887.25",2922.11,0.49000000000023647,0.02
2024-05-10,ETH,"3,019.99","3,056.24","2,883.93",2889.2,-32.91000000000031,-1.14
2024-05-09,ETH,"2,950.34","3,025.94","2,941.92",3019.98,130.7800000000002,4.33
2024-05-08,ETH,"3,047.02","3,058.40","2,938.00",2950.29,-69.69000000000005,-2.36
2024-05-07,ETH,"3,077.53","3,127.99","3,028.19",3047.02,96.73000000000002,3.17
2024-05-06,ETH,"3,138.14","3,217.66","3,047.10",3077.53,30.51000000000022,0.99
2024-05-05,ETH,"3,128.52","3,168.39","3,077.00",3138.14,60.60999999999967,1.93
2024-05-04,ETH,"3,113.24","3,165.00","3,096.41",3129.12,-9.019999999999982,-0.29
2024-05-03,ETH,"2,987.18","3,126.36","2,959.17",3113.0,-16.11999999999989,-0.52
2024-05-02,ETH,"2,937.89","3,012.67","2,892.78",2987.18,-125.82000000000016,-4.21
2024-05-01,ETH,"2,962.50","3,024.46","2,816.91",2937.9,-49.279999999999745,-1.68
2024-04-30,ETH,"3,176.76","3,247.51","2,919.26",2961.18,23.279999999999745,0.79
2024-04-29,ETH,"3,309.63","3,309.77","3,118.05",3176.76,215.58000000000038,6.79
2024-04-28,ETH,"3,233.61","3,346.19","3,233.61",3309.5,132.73999999999978,4.01
2024-04-27,ETH,"3,141.91","3,279.31","3,071.54",3233.61,-75.88999999999987,-2.35
2024-04-26,ETH,"3,174.34","3,190.86","3,103.63",3141.0,-92.61000000000013,-2.95
2024-04-25,ETH,"3,130.41","3,175.60","3,075.02",3174.57,33.570000000000164,1.06
2024-04-24,ETH,"3,207.39","3,291.64","3,107.56",3129.3,-45.26999999999998,-1.45
2024-04-23,ETH,"3,189.78","3,263.54","3,155.00",3206.64,77.33999999999969,2.41
2024-04-22,ETH,"3,149.06","3,234.55","3,130.05",3191.23,-15.409999999999854,-0.48
